Date;Hour;Forecasted Day-ahead Total Load;Actual Total Load
20220811;12;22100;21300,700
20220811;13;22100;21338,413
20220811;14;22200;21178,338
20220811;15;21700;21302,175
20220811;16;21700;21374,313
20220811;17;21550;20725,188
20220811;18;21250;20594,825
20220811;19;20900;20511,225
20220811;20;21000;20752,125
20220811;21;21550;21142,075
20220811;22;21550;20615,175
20220811;23;19700;19009,763
20220811;24;18350;17657,725
20220812;1;16750;16539,925
20220812;2;15950;15878,750
20220812;3;15600;15578,713
20220812;4;15550;15593,388
20220812;5;15650;15598,088
20220812;6;16400;15706,900
20220812;7;19150;17768,538
20220812;8;20700;19652,088
20220812;9;21700;20862,313
20220812;10;21800;21290,713
20220812;11;22200;21202,875
20220812;12;22300;21490,763
20220812;13;22300;21383,638
20220812;14;22300;21304,900
20220812;15;21900;20972,550
20220812;16;21900;21077,325
20220812;17;21800;21040,850
20220812;18;21500;20984,738
20220812;19;21250;20800,013
20220812;20;21150;20672,738
20220812;21;21600;20984,875
20220812;22;21450;20318,588
20220812;23;19600;18846,900
20220812;24;18200;17575,700
20220813;1;16850;16428,788
20220813;2;16150;15688,350
20220813;3;15550;15297,400
20220813;4;15350;15186,388
20220813;5;15300;15036,450
20220813;6;15000;14654,313
20220813;7;16250;15364,438
20220813;8;17550;16655,388
20220813;9;18650;18049,238
20220813;10;19450;19099,100
20220813;11;19700;19303,438
20220813;12;19800;19262,275
20220813;13;19800;19235,675
20220813;14;19700;19016,900
20220813;15;19350;18573,213
20220813;16;19050;18314,650
20220813;17;18900;18241,675
20220813;18;18800;18476,238
20220813;19;18600;18377,575
20220813;20;18400;18333,025
20220813;21;18700;18623,000
20220813;22;18650;18273,813
20220813;23;17500;17035,763
20220813;24;16300;15838,675
20220814;1;15200;14731,825
20220814;2;14550;14112,813
20220814;3;14050;13726,163
20220814;4;13850;13485,800
20220814;5;13600;13324,363
20220814;6;13250;12976,588
20220814;7;14150;13163,125
20220814;8;15150;14079,025
20220814;9;16000;15154,213
20220814;10;16800;16028,388
20220814;11;17200;16623,850
20220814;12;17600;16790,850
20220814;13;17650;16526,025
20220814;14;17650;16536,763
20220814;15;17550;15953,575
20220814;16;17300;15924,350
20220814;17;17250;15989,000
20220814;18;17250;16162,838
20220814;19;17350;16358,650
20220814;20;17700;16495,525
20220814;21;18000;17070,250
20220814;22;17900;16964,738
20220814;23;17050;16194,188
20220814;24;15950;15162,163
20220815;1;13985;14179,788
20220815;2;13469;13549,350
20220815;3;13264;13325,438
20220815;4;13037;13140,863
20220815;5;12852;13130,425
20220815;6;12432;12748,975
20220815;7;12968;13104,863
20220815;8;14005;13956,113
20220815;9;15106;15158,425
20220815;10;16254;15990,788
20220815;11;16826;16179,588
20220815;12;16836;16128,488
20220815;13;16454;16012,563
20220815;14;16369;16035,575
20220815;15;16013;16040,038
20220815;16;16021;16003,763
20220815;17;16067;16320,025
20220815;18;16676;16780,625
20220815;19;17480;16934,738
20220815;20;17769;17045,638
20220815;21;18048;17704,425
20220815;22;17701;17475,213
20220815;23;16837;16523,950
20220815;24;15741;15360,625
20220816;1;15100;14498,088
20220816;2;14500;14154,200
20220816;3;14100;13952,588
20220816;4;14100;13891,513
20220816;5;14450;14227,825
20220816;6;16050;14655,000
20220816;7;18700;17158,488
20220816;8;20550;19597,550
20220816;9;21650;21299,713
20220816;10;21850;22079,225
20220816;11;22200;22233,075
20220816;12;22350;22632,688
20220816;13;22600;22711,250
20220816;14;22600;22710,675
20220816;15;22100;22304,925
20220816;16;22100;22358,813
20220816;17;21950;21879,113
20220816;18;21800;22065,750
20220816;19;21500;21966,875
20220816;20;21550;21931,575
20220816;21;21800;22442,013
20220816;22;21750;21621,613
20220816;23;20150;19867,813
20220816;24;18700;18424,788
20220817;1;17300;17255,225
20220817;2;16500;16716,400
20220817;3;16100;16313,250
20220817;4;16100;16319,863
20220817;5;16050;16471,275
20220817;6;16800;16726,625
20220817;7;19500;18731,813
20220817;8;21100;20818,350
20220817;9;22100;22123,225
20220817;10;22300;22678,738
20220817;11;22650;22677,875
20220817;12;22850;23140,813
20220817;13;23000;23375,100
20220817;14;23000;23255,250
20220817;15;22600;22888,688
20220817;16;22600;22839,388
20220817;17;22500;22806,250
20220817;18;22300;22793,475
20220817;19;21950;22395,350
20220817;20;21950;22424,238
20220817;21;22200;22837,350
20220817;22;22200;21991,700
20220817;23;20500;20239,563
20220817;24;18850;18789,588
20220818;1;17150;17488,075
20220818;2;16350;16830,263
20220818;3;15950;16414,438
20220818;4;15950;16376,413
20220818;5;16050;16512,000
20220818;6;16800;16608,063
20220818;7;19400;18669,788
20220818;8;21100;20798,163
20220818;9;22250;22120,638
20220818;10;22650;22663,863
20220818;11;23000;22649,863
20220818;12;23250;23082,675
20220818;13;23400;23131,975
20220818;14;23450;23185,813
20220818;15;22800;22928,500
20220818;16;22650;23047,900
20220818;17;22500;22911,600
20220818;18;22250;22799,788
20220818;19;21900;22540,113
20220818;20;21950;22581,438
20220818;21;22400;22898,788
20220818;22;21850;21948,113
20220818;23;20150;20294,725
20220818;24;18750;18732,463
20220819;1;17350;17479,013
20220819;2;16650;16843,425
20220819;3;16250;16468,463
20220819;4;16300;16406,138
20220819;5;16550;16435,738
20220819;6;16950;16672,250
20220819;7;19850;18688,888
20220819;8;21700;20788,400
20220819;9;22750;22267,775
20220819;10;23100;22938,338
20220819;11;23350;22867,050
20220819;12;23700;22963,588
20220819;13;23800;23113,175
20220819;14;23750;23115,925
20220819;15;23150;22838,300
20220819;16;22900;22968,488
20220819;17;22600;23085,875
20220819;18;22350;22834,613
20220819;19;21850;22351,313
20220819;20;21950;22344,200
20220819;21;22700;22646,188
20220819;22;22150;21611,088
20220819;23;20200;19994,813
20220819;24;18750;18648,063
20220820;1;17350;17468,313
20220820;2;16450;16782,650
20220820;3;15950;16434,150
20220820;4;15700;16312,675
20220820;5;15550;16175,913
20220820;6;15350;15806,225
20220820;7;16600;16534,513
20220820;8;18050;17747,213
20220820;9;19250;18977,400
20220820;10;19850;19702,263
20220820;11;20100;20105,700
20220820;12;20200;20220,488
20220820;13;20100;20178,475
20220820;14;19900;20004,475
20220820;15;19500;19723,513
20220820;16;19150;19830,225
20220820;17;19050;19549,300
20220820;18;19050;19209,588
20220820;19;18900;19087,838
20220820;20;18900;19116,350
20220820;21;19400;19484,438
20220820;22;19000;18721,038
20220820;23;17700;17531,888
20220820;24;16500;16246,225
20220821;1;15350;15201,738
20220821;2;14700;14671,088
20220821;3;14200;14203,100
20220821;4;14000;14016,488
20220821;5;13750;13982,463
20220821;6;13400;13664,975
20220821;7;14100;13883,375
20220821;8;15050;14552,775
20220821;9;15950;15322,163
20220821;10;16700;16253,500
20220821;11;17100;16811,150
20220821;12;17200;17155,038
20220821;13;17200;17351,563
20220821;14;17200;17106,938
20220821;15;17100;16946,288
20220821;16;16850;16701,825
20220821;17;16850;16617,613
20220821;18;17000;16586,238
20220821;19;17300;16930,713
20220821;20;17700;17294,750
20220821;21;18150;17805,850
20220821;22;17850;17425,500
20220821;23;17250;16633,638
20220821;24;16150;15649,038
20220822;1;14800;14812,238
20220822;2;14200;14391,538
20220822;3;13800;14128,525
20220822;4;13850;14317,763
20220822;5;14250;14529,700
20220822;6;15750;15055,863
20220822;7;18400;17619,050
20220822;8;20184;19800,575
20220822;9;21426;21183,438
20220822;10;21726;21826,950
20220822;11;22275;21920,288
20220822;12;22475;22346,788
20220822;13;22676;22707,263
20220822;14;22676;22588,200
20220822;15;22226;22020,688
20220822;16;22225;21880,875
20220822;17;21825;21558,500
20220822;18;21676;21360,400
20220822;19;21427;21238,288
20220822;20;21627;21538,900
20220822;21;22178;22050,250
20220822;22;21528;20840,063
20220822;23;19778;19106,588
20220822;24;18327;17846,913
20220823;1;17050;16880,113
20220823;2;16350;16347,363
20220823;3;15950;16085,225
20220823;4;15900;16001,838
20220823;5;16150;16267,088
20220823;6;16750;16621,775
20220823;7;19450;18713,113
20220823;8;21200;20688,763
20220823;9;22350;21848,788
20220823;10;22500;22356,125
20220823;11;22900;22489,288
20220823;12;23100;22820,200
20220823;13;23200;23069,888
20220823;14;23300;22863,775
20220823;15;22800;22648,075
20220823;16;22750;22586,675
20220823;17;22450;22469,013
20220823;18;22300;22114,213
20220823;19;22000;21883,150
20220823;20;22400;22087,913
20220823;21;22650;22590,825
20220823;22;21850;21310,888
20220823;23;20100;19640,813
20220823;24;18800;18323,913
20220824;1;17650;17350,325
20220824;2;17050;16813,088
20220824;3;16550;16379,238
20220824;4;16500;16418,850
20220824;5;16750;16640,338
20220824;6;17350;16912,500
20220824;7;20050;18927,363
20220824;8;22050;20998,600
20220824;9;23050;22202,438
20220824;10;23300;22751,788
20220824;11;23600;22634,213
20220824;12;23800;22778,463
20220824;13;23950;23134,388
20220824;14;24000;22957,650
20220824;15;23550;22668,675
20220824;16;23500;22961,675
20220824;17;23300;22763,488
20220824;18;23150;22386,413
20220824;19;22750;22018,613
20220824;20;22850;22274,688
20220824;21;23150;22873,938
20220824;22;22500;21559,763
20220824;23;20750;19799,913
20220824;24;19450;18391,450
20220825;1;17750;17440,950
20220825;2;17150;16795,150
20220825;3;16650;16484,788
20220825;4;16600;16374,513
20220825;5;16850;16587,725
20220825;6;17450;16902,788
20220825;7;20150;18954,663
20220825;8;22150;20817,025
20220825;9;23150;21945,475
20220825;10;23400;22263,663
20220825;11;23700;22252,038
20220825;12;23900;22583,325
20220825;13;24050;22919,325
20220825;14;24100;22963,600
20220825;15;23650;22689,125
20220825;16;23600;22906,625
20220825;17;23400;22889,650
20220825;18;23250;22654,100
20220825;19;22850;22221,700
20220825;20;22950;22467,388
20220825;21;23250;23057,763
20220825;22;22600;21799,275
20220825;23;20850;20036,613
20220825;24;19550;18533,675
20220826;1;17550;17424,100
20220826;2;16950;16788,463
20220826;3;16450;16416,325
20220826;4;16400;16416,188
20220826;5;16650;16544,238
20220826;6;17350;16863,500
20220826;7;20050;18688,213
20220826;8;21900;20647,575
20220826;9;22950;21870,713
20220826;10;23200;22536,850
20220826;11;23550;22481,150
20220826;12;23750;22871,688
20220826;13;23900;23082,163
20220826;14;24000;22922,725
20220826;15;23500;22606,450
20220826;16;23450;22607,613
20220826;17;23300;22611,513
20220826;18;23100;22366,450
20220826;19;22600;21964,913
20220826;20;22800;22142,288
20220826;21;23100;22501,175
20220826;22;22450;20959,925
20220826;23;20600;19219,350
20220826;24;19300;17865,188
20220827;1;17850;16841,325
20220827;2;17050;16155,813
20220827;3;16450;15758,738
20220827;4;16350;15523,375
20220827;5;16300;15501,000
20220827;6;16100;15361,038
20220827;7;17350;15859,888
20220827;8;18650;17177,413
20220827;9;19900;18495,513
20220827;10;20400;19312,975
20220827;11;20550;19443,050
20220827;12;20550;19629,075
20220827;13;20550;19403,338
20220827;14;20450;19038,600
20220827;15;19650;18885,013
20220827;16;19550;18905,413
20220827;17;19250;18853,425
20220827;18;19250;18972,325
20220827;19;19250;18925,175
20220827;20;19900;18953,450
20220827;21;20050;19443,888
20220827;22;19450;18489,700
20220827;23;18200;17300,700
20220827;24;17050;16140,175
20220828;1;15350;15077,638
20220828;2;14650;14541,963
20220828;3;14150;14120,475
20220828;4;14000;13918,788
20220828;5;13900;13967,750
20220828;6;13800;13717,325
20220828;7;14350;13873,825
20220828;8;15200;14741,363
20220828;9;16150;15782,213
20220828;10;16950;16674,038
20220828;11;17250;17250,788
20220828;12;17450;17674,375
20220828;13;17450;17742,238
20220828;14;17450;17612,113
20220828;15;17350;17502,175
20220828;16;17050;17383,500
20220828;17;16950;17451,775
20220828;18;17100;17626,125
20220828;19;17600;17855,200
20220828;20;18600;18034,238
20220828;21;18650;18361,963
20220828;22;18000;17521,638
20220828;23;17100;16751,100
20220828;24;16000;15740,288
20220829;1;14900;15048,088
20220829;2;14350;14631,375
20220829;3;14000;14266,063
20220829;4;14050;14237,725
20220829;5;14550;14580,525
20220829;6;15900;15274,663
20220829;7;18900;17692,425
20220829;8;20850;19920,075
20220829;9;21950;21243,613
20220829;10;22150;21715,763
20220829;11;22500;21562,850
20220829;12;22650;21618,163
20220829;13;22800;21829,650
20220829;14;22900;21647,500
20220829;15;22400;21292,700
20220829;16;22300;21379,550
20220829;17;21900;21318,750
20220829;18;21550;21171,013
20220829;19;21500;20989,025
20220829;20;22200;21543,463
20220829;21;22550;22149,388
20220829;22;21850;20651,563
20220829;23;19850;19091,025
20220829;24;18450;17799,450
20220830;1;16800;16798,600
20220830;2;16250;16263,800
20220830;3;15900;15914,575
20220830;4;15900;16003,825
20220830;5;16200;16174,350
20220830;6;16950;16588,913
20220830;7;19600;18395,963
20220830;8;21300;20275,563
20220830;9;22250;21323,175
20220830;10;22450;21598,025
20220830;11;22850;21690,063
20220830;12;23050;21999,575
20220830;13;23150;22058,188
20220830;14;23150;22159,938
20220830;15;22650;21900,438
20220830;16;22600;21743,938
20220830;17;22450;21129,475
20220830;18;22100;21161,150
20220830;19;21850;21020,288
20220830;20;22450;21532,088
20220830;21;22700;22245,400
20220830;22;21800;20686,463
20220830;23;19850;19017,400
20220830;24;18450;17712,550
20220831;1;16800;16654,688
20220831;2;16250;16090,350
20220831;3;15900;15756,075
20220831;4;15900;15759,550
20220831;5;16200;15949,250
20220831;6;16850;16320,500
20220831;7;19500;18190,850
20220831;8;21200;20295,750
20220831;9;22150;21324,675
20220831;10;22350;21688,525
20220831;11;22750;21617,463
20220831;12;22950;21944,213
20220831;13;23050;22029,125
20220831;14;23050;21703,500
20220831;15;22550;21344,688
20220831;16;22500;21454,888
20220831;17;22350;21202,313
20220831;18;22000;21142,113
20220831;19;21750;20979,875
20220831;20;22850;21619,475
20220831;21;23100;22210,638
20220831;22;22200;20796,300
20220831;23;20250;18888,475
20220831;24;18850;17545,075
20220901;1;16800;16483,763
20220901;2;16250;15931,838
20220901;3;15850;15591,313
20220901;4;15750;15599,938
20220901;5;16050;15834,638
20220901;6;16900;16272,438
20220901;7;19700;18242,638
20220901;8;21300;20252,550
20220901;9;21700;20960,138
20220901;10;21850;20763,025
20220901;11;22000;20523,563
20220901;12;22100;20974,438
20220901;13;22250;21075,950
20220901;14;22300;20964,725
20220901;15;21850;20824,713
20220901;16;21700;20759,000
20220901;17;21450;20691,263
20220901;18;21200;20766,613
20220901;19;21250;20773,300
20220901;20;22650;21454,163
20220901;21;22650;21967,213
20220901;22;21350;20519,488
20220901;23;19300;18715,263
20220901;24;18000;17396,750
20220902;1;16750;16361,825
20220902;2;16050;15771,075
20220902;3;15700;15475,463
20220902;4;15700;15498,313
20220902;5;16200;15814,438
20220902;6;16950;16357,838
20220902;7;19800;18352,488
20220902;8;21350;20235,350
20220902;9;22000;21099,763
20220902;10;22150;21165,513
20220902;11;22350;20934,425
20220902;12;22550;21060,463
20220902;13;22700;21154,275
20220902;14;22700;21000,613
20220902;15;22050;20999,338
20220902;16;22000;20936,850
20220902;17;21750;20837,550
20220902;18;21450;20837,025
20220902;19;21450;20650,188
20220902;20;22450;20985,363
20220902;21;22550;21380,150
20220902;22;21450;19981,838
20220902;23;19400;18357,663
20220902;24;17900;17091,563
20220903;1;16750;16077,475
20220903;2;15950;15372,000
20220903;3;15350;14990,513
20220903;4;15250;14935,538
20220903;5;15250;14942,863
20220903;6;15200;14896,125
20220903;7;16250;15117,375
20220903;8;17550;16393,688
20220903;9;18700;17899,813
20220903;10;19200;18573,913
20220903;11;19450;18656,100
20220903;12;19450;18751,250
20220903;13;19450;18609,250
20220903;14;19350;18361,450
20220903;15;18550;17918,013
20220903;16;18350;17621,600
20220903;17;18250;17701,838
20220903;18;18250;17782,025
20220903;19;18350;17630,475
20220903;20;19392;18068,563
20220903;21;19335;18485,888
20220903;22;18535;17466,738
20220903;23;17184;16324,863
20220903;24;16033;15129,475
20220904;1;14850;14265,988
20220904;2;14050;13705,913
20220904;3;13650;13213,700
20220904;4;13550;13024,000
20220904;5;13500;13091,563
20220904;6;13400;12997,950
20220904;7;13550;12987,075
20220904;8;14600;13709,338
20220904;9;15550;14781,463
20220904;10;16100;15551,438
20220904;11;16350;15769,463
20220904;12;16400;15796,538
20220904;13;16450;16149,113
20220904;14;16350;16122,488
20220904;15;16150;15735,950
20220904;16;15950;15556,625
20220904;17;15850;15754,663
20220904;18;16050;15927,788
20220904;19;16650;16315,275
20220904;20;17950;17258,625
20220904;21;18050;17813,338
20220904;22;17350;16926,588
20220904;23;16400;15861,938
20220904;24;15450;14919,588
20220905;1;14350;14155,038
20220905;2;13950;13822,500
20220905;3;13700;13541,863
20220905;4;13800;13620,638
20220905;5;14450;13926,263
20220905;6;16000;14763,225
20220905;7;19200;17393,063
20220905;8;20800;19563,038
20220905;9;21700;20718,888
20220905;10;21700;20647,125
20220905;11;21800;20279,675
20220905;12;21850;20312,100
20220905;13;22000;20213,713
20220905;14;22000;20180,813
20220905;15;21600;20034,113
20220905;16;21550;20236,150
20220905;17;21350;20317,138
20220905;18;21200;20343,413
20220905;19;21200;20450,125
20220905;20;22350;21394,288
20220905;21;22350;21667,000
20220905;22;21250;20031,600
20220905;23;19300;18238,463
20220905;24;17950;16810,000
20220906;1;16600;15931,850
20220906;2;15950;15492,950
20220906;3;15600;15206,425
20220906;4;15600;15254,400
20220906;5;15900;15517,375
20220906;6;16850;16096,400
20220906;7;19750;18241,975
20220906;8;21050;20091,238
20220906;9;21800;21039,163
20220906;10;21800;21216,963
20220906;11;21800;20650,150
20220906;12;21950;20738,763
20220906;13;22000;20572,238
20220906;14;22000;20578,563
20220906;15;21550;20585,288
20220906;16;21450;20993,013
20220906;17;21300;21004,113
20220906;18;21150;20883,525
20220906;19;21250;20809,613
20220906;20;22500;21658,188
20220906;21;22550;21901,513
20220906;22;21150;20212,838
20220906;23;19250;18395,963
20220906;24;17950;17060,888
20220907;1;16450;15991,038
20220907;2;15750;15529,113
20220907;3;15400;15226,288
20220907;4;15450;15186,163
20220907;5;15850;15407,000
20220907;6;16850;15943,450
20220907;7;19650;18070,275
20220907;8;21050;20037,688
20220907;9;21700;20999,625
20220907;10;21700;20884,163
20220907;11;21750;20386,050
20220907;12;21850;20446,200
20220907;13;21950;20535,688
20220907;14;21950;20470,925
20220907;15;21700;20293,225
20220907;16;21600;20669,850
20220907;17;21400;20915,713
20220907;18;21250;20845,575
20220907;19;21250;20779,175
20220907;20;22400;21743,913
20220907;21;22450;21947,650
20220907;22;21450;20296,738
20220907;23;19350;18525,950
20220907;24;18000;17105,325
20220908;1;16550;16182,713
20220908;2;15850;15670,763
20220908;3;15500;15390,700
20220908;4;15550;15379,700
20220908;5;16050;15579,088
20220908;6;17050;16233,463
20220908;7;19950;18330,063
20220908;8;21350;20202,863
20220908;9;22000;21056,725
20220908;10;22000;21128,238
20220908;11;21950;20558,550
20220908;12;22050;20733,475
20220908;13;22150;20968,250
20220908;14;22150;20869,763
20220908;15;21900;20806,513
20220908;16;21900;21269,375
20220908;17;21750;21265,688
20220908;18;21700;21027,450
20220908;19;21600;21141,163
20220908;20;22450;21933,113
20220908;21;22450;22128,275
20220908;22;21400;20481,800
20220908;23;19200;18851,000
20220908;24;17850;17626,700
20220909;1;16750;16628,313
20220909;2;16050;16010,913
20220909;3;15700;15747,425
20220909;4;15750;15741,100
20220909;5;16250;16099,538
20220909;6;17250;16632,038
20220909;7;20000;18714,275
20220909;8;21300;20593,725
20220909;9;21850;21574,600
20220909;10;21850;21791,525
20220909;11;21800;21571,575
20220909;12;21800;21896,738
20220909;13;21900;21948,063
20220909;14;21900;21787,000
20220909;15;21400;21384,800
20220909;16;21400;21396,275
20220909;17;21250;21203,513
20220909;18;21200;21101,525
20220909;19;21100;20801,138
20220909;20;22200;21477,475
20220909;21;22200;21436,150
20220909;22;21150;20038,788
20220909;23;18950;18551,850
20220909;24;17600;17248,675
20220910;1;16550;16282,300
20220910;2;15950;15731,038
20220910;3;15350;15382,363
20220910;4;15250;15317,113
20220910;5;15250;15303,175
20220910;6;15350;15235,388
20220910;7;16650;15678,700
20220910;8;18050;16833,038
20220910;9;19200;18091,800
20220910;10;19700;19097,100
20220910;11;19750;19567,875
20220910;12;19850;19686,275
20220910;13;20000;19797,375
20220910;14;20000;19212,100
20220910;15;19500;18665,300
20220910;16;19250;18661,675
20220910;17;19050;18189,663
20220910;18;19000;18403,600
20220910;19;19000;18405,975
20220910;20;19450;19073,175
20220910;21;19335;18921,475
20220910;22;18435;17852,075
20220910;23;17084;16609,388
20220910;24;15933;15514,925
20220911;1;14700;14400,988
20220911;2;14100;13761,263
20220911;3;13600;13401,675
20220911;4;13400;13275,900
20220911;5;13400;13157,188
20220911;6;13550;13173,825
20220911;7;13950;13191,400
20220911;8;15000;13796,188
20220911;9;16000;14890,950
20220911;10;16700;15980,075
20220911;11;17050;16450,538
20220911;12;17250;16761,300
20220911;13;17300;16708,600
20220911;14;17300;16496,163
20220911;15;17250;16185,438
20220911;16;17050;15851,850
20220911;17;16850;15772,988
20220911;18;17150;16003,400
20220911;19;17750;16573,763
20220911;20;18800;17663,400
20220911;21;18650;17906,563
20220911;22;17600;16809,025
20220911;23;16650;15905,400
20220911;24;15700;14922,925
20220912;1;14550;14063,713
20220912;2;14150;13674,338
20220912;3;13900;13585,988
20220912;4;14000;13518,888
20220912;5;14650;13806,800
20220912;6;16200;14780,275
20220912;7;19300;17507,338
20220912;8;20850;19716,738
20220912;9;21700;20929,813
20220912;10;21700;21111,338
20220912;11;21800;20789,100
20220912;12;21850;20863,700
20220912;13;22050;21080,050
20220912;14;22050;21164,175
20220912;15;21600;20685,863
20220912;16;21550;21098,388
20220912;17;21350;20994,288
20220912;18;21200;20835,600
20220912;19;21550;20867,450
20220912;20;22600;21977,825
20220912;21;22550;22014,038
20220912;22;21150;20325,100
20220912;23;19100;18741,700
20220912;24;17800;17364,775
20220913;1;16750;16282,600
20220913;2;16050;15660,538
20220913;3;15700;15380,875
20220913;4;15750;15389,188
20220913;5;16150;15658,825
20220913;6;17150;16343,550
20220913;7;19900;18381,350
20220913;8;21200;20206,463
20220913;9;21800;21161,950
20220913;10;21800;21184,800
20220913;11;21800;20835,388
20220913;12;21800;21180,238
20220913;13;22000;21270,988
20220913;14;22000;21322,325
20220913;15;21650;21140,638
20220913;16;21650;21089,938
20220913;17;21650;20989,838
20220913;18;21550;20968,325
20220913;19;21650;20956,100
20220913;20;22600;22097,325
20220913;21;22600;22052,988
20220913;22;21250;20348,775
20220913;23;19200;18641,363
20220913;24;17700;17146,613
20220914;1;16500;16121,463
20220914;2;15750;15672,363
20220914;3;15450;15350,800
20220914;4;15500;15350,325
20220914;5;16050;15701,175
20220914;6;17150;16430,113
20220914;7;19850;18515,375
20220914;8;21150;20266,038
20220914;9;21700;21115,400
20220914;10;21700;21360,650
20220914;11;21550;20951,975
20220914;12;21650;21158,650
20220914;13;22000;21140,875
20220914;14;22000;21073,475
20220914;15;21650;20894,600
20220914;16;21650;21210,700
20220914;17;21650;21278,750
20220914;18;21450;21136,388
20220914;19;21500;21106,088
20220914;20;22600;22187,700
20220914;21;22550;22083,875
20220914;22;21300;20531,413
20220914;23;19250;18929,050
20220914;24;17850;17541,638
20220915;1;16750;16457,975
20220915;2;16000;15979,425
20220915;3;15700;15778,538
20220915;4;15750;15825,250
20220915;5;16300;15968,900
20220915;6;17450;16818,225
20220915;7;20150;18828,713
20220915;8;21450;20721,625
20220915;9;22150;21634,175
20220915;10;22150;21671,138
20220915;11;22100;21213,400
20220915;12;22200;21400,338
20220915;13;22350;21616,025
20220915;14;22350;21552,775
20220915;15;22100;21224,025
20220915;16;22100;21170,425
20220915;17;22000;21073,388
20220915;18;21800;20806,888
20220915;19;21850;20942,550
20220915;20;22600;22042,325
20220915;21;22550;21962,750
20220915;22;21300;20339,775
20220915;23;19250;18599,175
20220915;24;17850;17248,600
20220916;1;16650;16292,213
20220916;2;15950;15692,138
20220916;3;15600;15490,250
20220916;4;15650;15424,325
20220916;5;16050;15655,675
20220916;6;17050;16359,388
20220916;7;19800;18321,238
20220916;8;21200;20161,450
20220916;9;21900;21145,900
20220916;10;21900;21221,075
20220916;11;21850;21046,525
20220916;12;21850;21244,675
20220916;13;21950;21172,875
20220916;14;21950;20964,838
20220916;15;21700;20573,888
20220916;16;21700;20683,850
20220916;17;21700;20665,688
20220916;18;21500;20495,188
20220916;19;21600;20672,800
20220916;20;22550;21678,288
20220916;21;22450;21408,388
20220916;22;21150;19896,850
20220916;23;19100;18276,863
20220916;24;17600;17048,488
20220917;1;16650;16030,063
20220917;2;16050;15277,450
20220917;3;15550;15010,600
20220917;4;15450;14792,300
20220917;5;15400;14925,513
20220917;6;15350;15158,313
20220917;7;16250;15527,763
20220917;8;17650;16807,413
20220917;9;18800;17998,850
20220917;10;19400;18797,038
20220917;11;19650;19103,938
20220917;12;19650;19322,238
20220917;13;19650;19273,938
20220917;14;19600;19083,075
20220917;15;18750;18343,075
20220917;16;18500;18312,588
20220917;17;18300;17954,200
20220917;18;18250;17977,413
20220917;19;18350;18306,975
20220917;20;19650;19269,438
20220917;21;19335;18983,713
20220917;22;18435;17664,825
20220917;23;17084;16474,425
20220917;24;15933;15265,400
20220918;1;14750;14208,688
20220918;2;14150;13548,600
20220918;3;13650;13357,138
20220918;4;13450;13293,413
20220918;5;13400;13331,900
20220918;6;13400;13335,738
20220918;7;13800;13304,975
20220918;8;14900;13980,938
20220918;9;16000;15130,150
20220918;10;16800;16138,850
20220918;11;17200;16688,288
20220918;12;17400;16933,475
20220918;13;17400;16943,513
20220918;14;17400;16631,650
20220918;15;17150;16512,713
20220918;16;16800;16164,988
20220918;17;16600;16092,850
20220918;18;16900;16514,625
20220918;19;17500;17098,025
20220918;20;18650;18320,575
20220918;21;18550;18153,125
20220918;22;17650;17112,038
20220918;23;16700;16116,338
20220918;24;15750;15045,825
20220919;1;14750;14238,988
20220919;2;14299;13920,638
20220919;3;14050;13684,163
20220919;4;14150;13689,588
20220919;5;14809;14163,688
20220919;6;16518;15259,488
20220919;7;19617;18019,988
20220919;8;21167;20289,938
20220919;9;22050;21568,888
20220919;10;22050;21998,025
20220919;11;22251;22024,938
20220919;12;22300;22005,575
20220919;13;22600;21898,688
20220919;14;22599;21650,250
20220919;15;22050;21182,225
20220919;16;21950;21541,675
20220919;17;21850;21421,913
20220919;18;21650;21205,950
20220919;19;22050;21541,150
20220919;20;22950;22637,700
20220919;21;22700;22253,900
20220919;22;21299;20683,525
20220919;23;19250;19099,188
20220919;24;17950;17702,238
20220920;1;16750;16549,825
20220920;2;16050;15889,088
20220920;3;15900;15610,563
20220920;4;15950;15529,888
20220920;5;16400;15893,150
20220920;6;17550;16638,963
20220920;7;20300;18998,888
20220920;8;21600;21032,038
20220920;9;22300;22081,025
20220920;10;22300;22357,263
20220920;11;22200;22081,425
20220920;12;22350;22020,363
20220920;13;22500;21505,050
20220920;14;22500;21398,700
20220920;15;22100;20745,738
20220920;16;22100;21123,600
20220920;17;22000;21269,900
20220920;18;21800;21266,788
20220920;19;22150;21547,275
20220920;20;22800;22752,075
20220920;21;22650;22436,363
20220920;22;21400;20791,950
20220920;23;19350;19092,713
20220920;24;17950;17605,613
20220921;1;16650;16487,075
20220921;2;15950;16023,013
20220921;3;15700;15672,525
20220921;4;15750;15771,325
20220921;5;16200;16034,763
20220921;6;17350;16773,738
20220921;7;20100;19078,813
20220921;8;21400;21157,738
20220921;9;22100;22103,638
20220921;10;22100;22354,038
20220921;11;22000;22155,813
20220921;12;22150;22061,000
20220921;13;22300;22014,025
20220921;14;22300;21595,150
20220921;15;21850;21126,988
20220921;16;21850;21401,950
20220921;17;21750;21297,025
20220921;18;21550;21202,300
20220921;19;22050;21569,825
20220921;20;22800;22765,188
20220921;21;22650;22473,788
20220921;22;21400;20845,775
20220921;23;19550;19127,950
20220921;24;18150;17741,713
